deck_id,front_text,back_text,order_num,is_published
122,見出だす,外を見る,170,true
122,もてなす,"振る舞う,取り扱う",171,true
122,あつかふ,"面倒を見る,もてあます",172,true
122,あくがる,"さまよい出る,浮かれ歩く",173,true
122,あふ,"結婚する,耐えられない,～きれない",174,true
122,しほたる,涙を流す,175,true
122,かきくらす,"空を暗くする,悲しみにくれる",176,true
122,まどふ,"迷う,ひどく",177,true
122,たばかる,"工夫する,だます",178,true
122,すさぶ,興じる・気の向くままにする,179,true
122,すまふ,"抵抗する,断る",180,true
122,まねぶ,"まねる,伝える",181,true
122,ねぶ,"年をとる,大人びる",182,true
122,おきつ,"決めておく,指図する",183,true
122,うれふ,訴える,184,true
122,むすぶ,"できる,すくう",185,true
122,とぶらふ,"訪ねる,見舞う,弔う",186,true
122,やつす,"質素にする,出家する",187,true
122,さはる,"差し支える,妨げられる",188,true
122,かしこまる,"恐縮する,恐縮して正座する",189,true
122,かこつ,嘆く,190,true
122,わく,理解する,191,true
122,つつむ,遠慮する,192,true
122,あらまほし,望ましい,193,true
122,らうらうじ,"巧みだ,上品だ",194,true
122,うるせし,"賢い,巧みだ",195,true
122,はかばかし,"しっかりしている,はっきりしている",196,true
122,をさをさし,しっかりしている,197,true
122,さうなし,比べるものがない,198,true
122,くまなし,"陰がない,なんでも知っている",199,true
122,ずちなし,どうしようもない,200,true
123,さがなし,"意地が悪い,いたずらだ",201,true
123,あいなし,"つまらない,なんとなく",202,true
123,まさなし,よくない,203,true
123,はかなし,"頼りない,ちょっとしたことだ",204,true
123,こころづきなし,気にくわない,205,true
123,あへなし,"落胆している,はかない",206,true
123,おほけなし,身のほど知らずだ,207,true
123,よしなし,"つまらない,関係がない",208,true
123,はしたなし,"きまり悪い,そっけない,激しい",209,true
123,しどけなし,"怠慢だ,気楽だ",210,true
123,いぎたなし,寝坊だ,211,true
123,ひとわろし,みっともない,212,true
123,いぶせし,"うっとうしい,気がかりだ",213,true
123,くちをし,残念だ,214,true
123,あたらし,惜しい,215,true
123,ねたし,くやしい,216,true
123,こちたし,"うるさい,大げさだ,はなはだしい",217,true
123,けし,異様だ,218,true
123,わびし,苦しい,219,true
123,こころぐるし,"気の毒だ,気がかりだ",220,true
123,まだし,まだ早い,221,true
123,さかし,"優れている,しっかりしている,こざかしい",222,true
123,まばゆし,"まぶしい,美しい,恥ずかしい,見ていられない",223,true
123,かたじけなし,"おそれ多い,おそれ多い,面目ない",224,true
123,かしこし,"おそれ多い,優れている,うまい具合に",225,true
123,しげし,多い,226,true
123,すごし,"気味が悪い,さびしい,すばらしい",227,true
123,いたし,"すばらしい,ひどい,はなはだしく,それほど",228,true
123,おぼろけなり,"並ひととおりだ,並ひととおりではない",229,true
123,なのめなり,"並ひととおりだ,いい加減だ,並ひととおりではない",230,true
123,清らなり・けうらなり,清らかで美しい,231,true
123,まほなり,完全である,232,true
123,あらはなり,まる見えである,233,true
123,あながちなり,"強引だ,むやみに",234,true
123,せちなり,"切実である,大切である",235,true
123,とみなり,急だ,236,true
123,うちつけなり,"にわかだ,軽率だ",237,true
123,さらなり,言うまでもない,238,true
123,ねんごろなり・ねむごろなり,"心を込めている,親密だ",239,true
123,おいらかなり,おっとりしている,240,true
123,あやにくなり,"意地が悪い,あいにくだ",241,true
123,おぼえ,"評判,寵愛",242,true
123,ひま,"すき間,合間",243,true
123,いとま,"暇,休むこと",244,true
123,才,"教養,才能",245,true
123,よろこび,お礼,246,true
123,こころばへ,"気だて,心づかい,趣",247,true
123,こころづくし,もの思いをすること,248,true
123,そこ,あなた,249,true
123,ここ,このわたし,250,true
123,かれ,あの人,251,true
123,それ,"その人,あなた",252,true
123,これ,このわたし,253,true
123,あなた,向こう,254,true
123,そなた,あなた,255,true
123,こなた,このわたし,256,true
123,そのかみ,その当時,257,true
123,せうと,兄,258,true
123,おとうと・おとと,妹,259,true
123,いも,いとしいあなた,260,true
123,つま,夫,261,true
123,はらから,兄弟,262,true
123,かたへ,"半分,傍ら,仲間",263,true
123,ほど,"ころ,広さ,身分,様子",264,true
123,かぎり,"限界,極致,臨終,すべて",265,true
123,きは,身分,266,true
123,ついで,"序列,機会",267,true
123,沙汰,"評議・裁き,命令,噂",268,true
123,とが,"欠点,罪",269,true
123,け,ため,270,true
123,よし[名],"風情,由緒,手立て,こと",271,true
123,やう,"様子,理由,方法,～ことには",272,true
123,ちぎり,"約束,宿縁",273,true
123,ほだし,障害となるもの,274,true
123,あやめ,道理,275,true
123,うつつ,"現実,正気",276,true
123,あるじ,もてなし,277,true
123,ふるさと,"なじみの土地,わが家",278,true
123,さて,"そのまま,そのほか",279,true
123,さながら,"そのまま,すべて",280,true
123,いま,"すぐに,もう",281,true
123,せめて,"強いて,ひどく",282,true
123,むべ・うべ,なるほど,283,true
123,かつ,"一方では,すぐに",284,true
123,ひねもす,一日中,285,true
123,かまへて(～打消・禁止),"決して,なんとかして",286,true
123,あへて(～打消),まったく,287,true
123,かけて(も)(～打消),まったく・決して,288,true
123,さだめて(～推量),きっと,289,true
123,のたまふ・のたまはす,おっしゃる,290,true
123,仰す,おっしゃる,291,true
123,聞こゆ・聞こえさす,"申し上げる,(お)～申し上げる",292,true
123,申す,"申し上げる,(お)～申し上げる",293,true
123,奏す,申し上げる,294,true
123,啓す,申し上げる,295,true
123,承る,お受けする・お聞きする,296,true
123,給ふ,"お与えになる・下さる,～なさる・お～になる,～(ており)ます",297,true
123,たまはす,お与えになる,298,true
123,たまはる,いただく,299,true
123,召す,"お呼びになる,お取り寄せになる,お召しになる,お乗りになる",300,true
124,思す・思し召す,お思いになる,301,true
124,おほとのごもる,おやすみになる,302,true
124,さぶらふ・さうらふ,"お仕え申し上げる,あります,～(でござい)ます",303,true
124,はべり,"お仕え申し上げる,あります,～(でござい)ます",304,true
124,奉る,"差し上げる,(お)～申し上げる,お召しになる,召しあがる,お乗りになる",305,true
124,参らす,"差し上げる,(お)～申し上げる",306,true
124,まゐる・まうづ,"参上する,差し上げる,召し上がる",307,true
124,まかる・まかづ,退出する,308,true
124,あそばす,なさる,309,true
124,つか(う)まつる,"お仕え申し上げる,し申し上げる",310,true
124,聞こし召す,"お聞きになる,召しあがる",311,true
124,しろしめす,"知っていらっしゃる,お治めになる",312,true
124,おはす・おはします,"いらっしゃる,～(て)いらっしゃる",313,true
124,います・ます・まします・いますかり,"いらっしゃる,～(て)いらっしゃる",314,true
124,御覧ず,御覧になる,315,true
124,あかず,①満足しない・もの足りない ②飽きることがない・名残惜しい,316,true
124,あからめもせず,よそ見もしない,317,true
124,あなかま,"ああ,うるさい・静かに",318,true
124,あらぬ,別の,319,true
124,ありありて,①生き続けて ②結局,320,true
124,ありし,①以前の・生前の ②あの,321,true
124,ありつる,先ほどの・例の,322,true
124,あれかにもあらず,呆然としている,323,true
124,いかがはせむ,どうしようもない,324,true
124,いさ～知らず,"さあ,～分からない",325,true
124,いざ(させ)給へ,さあいらっしゃい,326,true
124,いはむかたなし,言いようもない,327,true
124,いふかひなし,①言ってもかいがない ②つまらない・取るに足りない,328,true
124,～(と)いふもおろかなり,(～という言葉では)言い尽くせない,329,true
124,いふもさらなり,言うまでもない,330,true
124,色に出づ,(こらえきれず)表情に出る,331,true
124,寝を寝,寝る,332,true
124,えならず,言いようもなくすばらしい,333,true
124,音に聞く,噂に聞く,334,true
124,数ならず,ものの数ではない・取るに足りない,335,true
124,くるしからず,不都合ではない・差し支えない,336,true
124,見参に入る,"〔貴人に〕お目にかかる,〔貴人に〕お目にかける",337,true
124,こころあり＝なさけあり,①情緒を解する・風流心がある ②道理を解する・分別がある ③思いやりがある,338,true
124,心置く,①心を留める・気にかける ②気がねする・遠慮する,339,true
124,こころ(を)やる,①気晴らしをする・心を慰める ②得意になる・満足する,340,true
124,こころゆく,満足する・気が晴れる,341,true
124,させる,たいした(～ない),342,true
124,さはれ・さばれ,"①どうとでもなれ・ええ,ままよ ②それはそうだが・しかし",343,true
124,さらでだに,そうでなくてさえ・ただでさえ,344,true
124,さらぬ,①そうではない・それ以外の ②避けられない,345,true
124,さるべき,①そうなるはずの ②ふさわしい・適当な ③立派な・相当な(身分の),346,true
124,さるべきにや(ありけむ),そうなるはずの前世からの因縁であったのだろうか,347,true
124,さるものにて,①言うまでもないことで・もちろん ②ともかくとして・一応もっともだが,348,true
124,さればよ,思ったとおりだ・案の定だ,349,true
124,そのこととなく,これということもなく,350,true
124,そばめにかく,①横目で見る ②軽く見る・馬鹿にする・冷たい目で見る,351,true
124,ただならずなる,懐妊する・妊娠する,352,true
124,力なし,どうしようもない・しかたない・どうにもならない,353,true
124,ときしもあれ,"ほかに時もあろうに,よりによってこんな時に",354,true
124,ときにあふ,①ちょうどよい時期に出会う ②時流に乗って栄える・時めいている,355,true
124,とばかり,ちょっとの間・しばらく,356,true
124,なでふ・なんでふ・なんでう・何条,①なんという(連体詞的用法) ②どうして(副詞的用法),357,true
124,名に(し)負ふ,①名前を持つ ②有名である,358,true
124,何(に)か(は)せむ,いったい何になろうか・何にもならない,359,true
124,音を泣く,声を上げて泣く,360,true
124,～のがり,～のもとへ,361,true
124,～ばこそあらめ,～ならばともかく(実際はそうではない),362,true
124,人となる,①一人前になる・成人する ②正気に戻る,363,true
124,ひとやりならず,他人からさせられるのではない・自分のせいである,364,true
124,またの,次の,365,true
124,～ままに,①～(する)とすぐに・～(する)やいなや ②～ので ③～につれて・～に従って,366,true
124,昔の人,①亡くなった人 ②昔の知人・昔なじみであった人,367,true
124,目もあやなり,まぶしいほど立派だ,368,true
124,～(や)おそきと,～(する)とすぐに,369,true
124,やらん,～であろうか,370,true
124,やるかたなし,(心を)晴らしようがない・どうしようもない,371,true
124,世にあり,①この世に生きている ②世間に認められている・世間で評判が高い,372,true
124,例ならず,①いつもではない・普段と違う ②体調がいつもどおりではない・病気である・懐妊している,373,true
124,例の,①いつものように ②いつもの,374,true
125,あいぎゃう,かわいらしい,1,true
125,あいなし,"つまらない,わけもなく,気に食わない",2,true
125,あえか(なり),きゃしゃだ,3,true
125,あかず,"ものたりない,嫌にならない",4,true
125,あかなくに,名残惜しい,5,true
125,あからさま(なり),ついちょっと,6,true
125,あからめ,"わき見,浮気",7,true
125,あかる,別れる,8,true
125,あきらむ,明らかにする,9,true
125,あく,"満ち足りる,嫌になる",10,true
125,あくがる,"浮かれ出る,うわの空",11,true
125,あげつらふ,議論する,12,true
125,あさまし,驚き呆れる,13,true
125,あさむ,驚く,14,true
125,あざる,ふざける,15,true
125,あし,"悪い,下手だ",16,true
125,あした,朝,17,true
125,あそばす,～なさる,18,true
125,あそび,詩歌管弦,19,true
125,あだ(なり),"浮気なさま,無駄なさま,はかないさま",20,true
125,あたらし,もったいない,21,true
125,あぢきなし,つまらない，どうしようもない，道理に合わない,22,true
125,あつし,危篤だ,23,true
125,あて(なり),"上品だ,身分が高い",24,true
125,あない,取り次ぎ，事情,25,true
125,あながち(なり),"むやみだ,無理やりだ，度を越している",26,true
125,あなかま,しっ、静かに,27,true
125,あなづらはし,"遠慮がいらない,馬鹿にしたくなる",28,true
125,あなる,あるようだ(推定)，あるそうだ（伝聞）,29,true
125,あはれ(なり),しみじみとする，かわいい，ああ,30,true
125,あふ,結婚する，出会う，出くわす,31,true
125,あべかり,違いない,32,true
125,あへず,堪えられない,33,true
125,あへなし,"がっかりする,どうしようもない",34,true
125,あへなむ,仕方がない,35,true
125,あまた,たくさん,36,true
125,あめり,あるらしい,37,true
125,あやし,"卑しい,粗末だ,不思議だ",38,true
125,あやなし,"わけがわからない,つまらない",39,true
125,あやにく(なり),意地悪だ,40,true
125,あらがふ,言い争う,41,true
125,あらたし,新しい,42,true
125,あらぬ,"意外だ,無関係の",43,true
125,あらは(なり),丸見えだ,44,true
125,あらまし,計画,45,true
125,あらます,期待する,46,true
125,あらまほし,"理想的だ,ありたい",47,true
125,あり,生きている,48,true
125,ありありて,"生きながらえて,とどのつまり",49,true
125,ありがたし,"めずらしい,生きづらい",50,true
125,ありく,"歩き回る,〜し続ける",51,true
125,ありつる,さっきの,52,true
125,ありとある,すべての,53,true
125,ありもつかず,落ち着かない,54,true
125,あるじす,ごちそうする,55,true
125,あるじまうけ,ごちそう,56,true
125,あるは,ある者は,57,true
125,あるやうこそは,何かわけがあるのだろう,58,true
125,あれかにもあらず,ぼうっとしている,59,true
125,いう(なり),"上品だ,すばらしい",60,true
125,いかが(は)せむ,"どうしようか,どうしようもない",61,true
125,いかで,"どうして,なんとかして",62,true
125,いかめし,"盛大である,おごそかだ",63,true
125,いぎたなし,寝坊だ,64,true
125,いさ(や),"さぁ,どうかな",65,true
125,いざたまへ,さぁいらっしゃい,66,true
125,いそぎ,準備,67,true
125,いたし,"あまりにひどい,素晴らしい",68,true
125,いたづら(なり),"無駄だ,むなしい,死ぬ",69,true
125,いたはし,"苦しい,気の毒だ,お世話したい",70,true
125,いちのひと,"摂政•関白,太政大臣",71,true
125,いつく,大事に育てる,72,true
125,いつしか(+願望表現),早く～したい,73,true
125,いづら,どこ,74,true
125,いでたつ,出発する,75,true
125,いと・いたく(う)(＋打消),あまり～ない,76,true
125,いとけなし,子供っぽい,77,true
125,いとど,いっそう,78,true
125,いとはし,嫌だ,79,true
125,いとふ,嫌う,80,true
125,いとほし,気の毒だ,81,true
125,いなぶ,断る,82,true
125,いはけなし,子供っぽい,83,true
125,いひけつ,悪く言う,84,true
125,いぶかし,"気がかり,知りたい",85,true
125,いふかひなし,つまらない,86,true
125,いぶせし,憂鬱だ,87,true
125,いまいまし,不吉だ,88,true
125,います,いらっしゃる,89,true
125,いますがり,いらっしゃる,90,true
125,いまだし,まだ早い,91,true
125,いまめかし,現代風だ,92,true
125,いみじ,"はなはだしい,素晴らしい,ひどい",93,true
125,いむ,嫌って避ける,94,true
125,いもぬ,寝る,95,true
125,いらふ・いらへ,返事をする,96,true
125,うきよ,つらくはかない世の中,97,true
125,うけたまはる,お受けする,98,true
125,うし,"つらい,気に食わない",99,true
125,うしろみ,後見人,100,true
126,うしろめたし,心配だ,101,true
126,うしろやすし,安心だ,102,true
126,うす,死ぬ,103,true
126,うたて,"ますます,ひどい,情けない",104,true
126,うたてあり,嫌だ,105,true
126,うたてし,"嫌だ,情けない",106,true
126,うち,"宮中,天皇",107,true
126,うちつけ(なり),突然である,108,true
126,うちとく,気を許す,109,true
126,うつくし,かわいい,110,true
126,うつたへに,ことさら,111,true
126,うつつ,現実,112,true
126,うつはもの,才能,113,true
126,うつろふ,"色あせる,心変わりする",114,true
126,うとし,"よく知らない,親しくない",115,true
126,うとまし,"嫌だ,気味が悪い",116,true
126,うへ,天皇,117,true
126,う(む)まのはなむけ,送別会,118,true
126,うめく,苦吟する,119,true
126,うらなし,ざっくばらんだ,120,true
126,うるさし,"面倒だ,嫌味だ",121,true
126,うるはし,整っている,122,true
126,うんず,"ふさぎこむ,嫌になる",123,true
126,え(～ず),～できない,124,true
126,えさらず,避けられない,125,true
126,えならず,なんとも言えないほどよい,126,true
126,えん(なり),優美だ,127,true
126,おいらか(なり),おっとりしている,128,true
126,おきつ,"計画する,指図する",129,true
126,おきな/おうな,"爺さん,婆さん",130,true
126,おくる,"先立たれる,取り残される",131,true
126,おこたる,病気が治る,132,true
126,おこなふ,仏道修行をする,133,true
126,おづ,怖がる,134,true
126,おと,"評判,便り",135,true
126,おとど,大臣,136,true
126,おとなし,大人びている,137,true
126,おとなふ,訪れる,138,true
126,おとなぶ,一人前になる,139,true
126,おどろおどろし,"気味が悪い,おおげさだ",140,true
126,おどろく,"はっとして気づく,目を覚ます",141,true
126,おのづから,"ひょっとして,偶然,自然と",142,true
126,おはします,いらっしゃる,143,true
126,おはす,いらっしゃる(サ変),144,true
126,おぼえ,"(よい)評判,寵愛(を受けること)",145,true
126,おほけなし,"恐れ多い,身分不相応だ",146,true
126,おほす,おっしゃる,147,true
126,おぼす,お思いになる,148,true
126,おぼつかなし,"気がかりだ,はっきりしない,待ち遠しい",149,true
126,おほとのごもる,お休みになる,150,true
126,おほやけ,朝廷,151,true
126,おぼゆ,"似ている,自然に思われる",152,true
126,おぼろげ(なり),"格別だ,普通だ",153,true
126,おもしろし,"趣がある,興味深い",154,true
126,おもて,顔,155,true
126,おもて(を)おこす,名誉を回復する,156,true
126,おもて(を)ふす,面目を失わせる,157,true
126,およずく・およすぐ,大人になる,158,true
126,おろか(なり),"いいかげんだ,未熟だ",159,true
126,おろす,出家する,160,true
126,かきくらす,心を暗くする,161,true
126,かぎり,"全部,限界,臨終",162,true
126,かくる,死ぬ,163,true
126,かこつ,"他のせいにする,嘆く",164,true
126,かごと,愚痴,165,true
126,かし,"～よ,～ね(念押しの終助詞)",166,true
126,かしかまし,やかましい,167,true
126,かしこし,"非常に,恐れ多い",168,true
126,かしづく,大切に養い育てる,169,true
126,かしまし,やかましい,170,true
126,かずならず,取るに足りない,171,true
126,かずまふ,一人前に扱う,172,true
126,かたくな(なり),"見苦しい,ものわかりが悪い",173,true
126,かたし,"まれだ,難しい",174,true
126,かたち,容貌,175,true
126,かたはらいたし,"苦々しい,気恥ずかしい",176,true
126,かたへ,そば,177,true
126,かたほ(なり),不完全だ,178,true
126,かたみに,互いに,179,true
126,かち,徒歩,180,true
126,かつ,一方では〜し、一方では〜する,181,true
126,かづく,"水中に潜る,褒美としていただく",182,true
126,かど,才能,183,true
126,かなし・かなしうす,かわいい,184,true
126,かまびすし,うるさい,185,true
126,かまふ,"作る,計画を立てる",186,true
126,かまへて,必ず,187,true
126,からし,"つらい,危ない",188,true
126,ーがり・ーのがり,の元へ,189,true
126,かりそめ(なり),"ちょっとだけだ,一時的だ",190,true
126,かる,離れる,191,true
126,かんず,感動する,192,true
126,きこゆ,"申し上げる,わけがわかる,評判である",193,true
126,きは,身分,194,true
126,きはやか(なり),目立っている,195,true
126,きゃうきゃう(なり),軽率だ,196,true
126,きよし・きよら(なり),美しい,197,true
126,ぐす,連れていく(サ変),198,true
126,くすし,不思議だ,199,true
126,くたす,"腐らせる,けなす",200,true
127,くちをし,"残念だ,もの足りない",201,true
127,くつ,腐る,202,true
127,くまなし,"抜け目がない,かげりがない",203,true
127,くもゐ,皇居,204,true
127,くんず,ふさぎこむ,205,true
127,けいす/そうす,申し上げる,206,true
127,けう(なり),珍しい,207,true
127,けうとし,うとましい,208,true
127,けうら(なり),美しいさま,209,true
127,けさう,恋い慕うこと,210,true
127,けし,異様だ,211,true
127,けしうはあらず,悪くはない,212,true
127,けしからず,"異様だ,不都合だ",213,true
127,けしき,様子,214,true
127,けしきばむ,気取る,215,true
127,けつ,けなす,216,true
127,けに,"よりいっそう,際立っているさま",217,true
127,げに,"なるほど,本当に",218,true
127,けむ,～ただろう,219,true
127,けやけし,"目立っている,こしゃくだ",220,true
127,こうず,"疲れる,困る(サ変)",221,true
127,ここのへ,宮中,222,true
127,ここら・そこら,たくさん,223,true
127,こころあり,"思いやりがある,風流心がある,ものの道理がわかる",224,true
127,こころうし,つらい,225,true
127,こころぐるし,"気の毒だ,気がかりだ",226,true
127,こころざし,"愛情,贈り物",227,true
127,こころづきなし,気に食わない,228,true
127,こころづくし,あれこれともの思うこと,229,true
127,こころなし,"思いやりがない,風流心がない,ものの道理を解さない",230,true
127,こころにくし,奥ゆかしい,231,true
127,こころばへ,"気立て,心遣い,趣",232,true
127,こころまうけ,心の準備,233,true
127,こころもとなし,"不安だ,はっきりしない,待ち遠しい",234,true
127,こころゆく,満足する,235,true
127,こしらふ,"言葉巧みに誘う,なだめる",236,true
127,こそ～已然形,〜けれども、…,237,true
127,こぞ,去年,238,true
127,こちたし,"おおげさだ,わずらわしい",239,true
127,こちなし,無骨だ,240,true
127,ことうけ,口先だけの承諾,241,true
127,ことごとし,おおげさだ,242,true
127,ことさむ,興ざめる,243,true
127,ことなしび・ことなしぶ,素知らぬ顔をする,244,true
127,ことのは,和歌,245,true
127,ことわり(なり),"ものの道理,当然である,わけ",246,true
127,こぼつ,壊す,247,true
127,こまやか(なり),"詳しい,上品だ,愛情が深い",248,true
127,こよなし,"この上ない, 格別だ",249,true
127,さうざうし,心寂しい,250,true
127,さうなし,"簡単だ,またとない",251,true
127,ざえ,漢学,252,true
127,さが,ならわし,253,true
127,さかし・さかしらなり,"かしこい,こざかしい",254,true
127,さがなし,"たちが悪い,いたずらだ",255,true
127,さきざき,以前,256,true
127,さくもん,漢詩を作ること,257,true
127,さすがに,そうはいってもやはり,258,true
127,さだめて,きっと,259,true
127,さて,そのままで,260,true
127,さながら,"全部,もとのまま",261,true
127,さはり,差し支え,262,true
